hand1,hand2,table1,table2,table3,table4,table5,numPlayers,position,playerChips,action,rank
Ks,6s,8d,3s,8s,9s,Jc,5,5,232,r,2187082
3c,Kc,8d,3s,8s,9s,Jc,5,4,130,c,743624
5h,Ah,5c,Ad,5s,Th,4s,5,1,20,b,2227809
2h,4d,5c,Ad,5s,Th,4s,5,5,13,c,743131
9d,Ac,5s,Tc,2h,5d,7s,5,1,1264,k,380023
Qc,2c,5s,Tc,2h,5d,7s,5,2,289,k,743103
6s,6d,5s,Tc,2h,5d,7s,5,3,300,k,743309
Qd,8s,5s,2s,3h,9d,Ks,5,2,628,k,337405
Tc,Qh,5s,2s,3h,9d,Ks,5,3,1123,k,337587
Th,Qc,5s,2s,3h,9d,Ks,5,4,256,k,337587
Ac,2c,Qc,Jd,4h,7c,7h,5,1,54,k,384445
Qd,Kh,Qc,Jd,4h,7c,7h,5,4,31,k,744352
7s,8d,Js,6c,5h,Jh,Th,6,2,337,k,392501
7c,3c,Js,6c,5h,Jh,Th,6,5,80,k,392487
8s,7h,Js,6c,5h,Jh,Th,6,6,134,k,392501
4s,Kd,7h,As,2s,4d,5s,6,2,441,k,377863
Tc,Qs,7h,As,2s,4d,5s,6,6,236,k,366122
9s,5h,4d,9h,Kc,5d,9d,6,2,54,b,2227852
Kh,Tc,4d,9h,Kc,5d,9d,6,5,41,c,744544
Ah,Jh,Td,Ad,Qs,6d,As,6,1,13,k,1116046
Ts,Kd,Td,Ad,Qs,6d,As,6,2,86,k,744729
7s,6s,Td,Ad,Qs,6d,As,6,6,34,k,744676
Jd,8h,Td,7c,Qh,8d,Jh,6,3,26,b,744195
Ah,Kh,Td,7c,Qh,8d,Jh,6,6,141,r,1485184
Jd,8h,Td,7c,Qh,8d,Jh,6,3,26,c,744195
Ts,Th,8c,4d,2d,8h,6s,6,1,9,k,744020
9h,9d,8c,4d,2d,8h,6s,6,3,5,k,743851
6h,Kh,7h,2h,Qs,7s,9d,6,4,49,k,384274
Jd,Ad,7h,2h,Qs,7s,9d,6,5,87,k,384445
3d,3h,2c,4d,4s,6h,7c,8,1,129,k,742942
6d,5h,2c,4d,4s,6h,7c,8,6,135,k,743293
9h,Ah,Jh,Qs,7c,7s,5s,7,5,83,k,384445
3s,3d,Jh,Qs,7c,7s,5s,7,6,64,k,743454
Ad,5d,Jh,Qs,7c,7s,5s,7,7,149,k,743482
Th,Qd,3c,3h,7d,2h,Kh,8,1,1013,k,375487
9c,4c,3c,3h,7d,2h,Kh,8,2,314,k,375445
Jc,4s,3c,3h,7d,2h,Kh,8,6,596,k,375471
Ts,9d,3c,3h,7d,2h,Kh,8,7,402,k,375460
Ac,3d,Td,3s,5s,8h,Jc,7,2,36,k,375643
Ah,Ad,Td,3s,5s,8h,Jc,7,5,34,k,399288
Ah,Th,Jh,5h,Qc,Jc,4h,7,2,0,k,2220363
Qh,Js,Jh,5h,Qc,Jc,4h,7,5,1,b,2227885
Ah,Th,Jh,5h,Qc,Jc,4h,7,2,0,r,2220363
Qh,Js,Jh,5h,Qc,Jc,4h,7,5,1,r,2227885
Ah,Th,Jh,5h,Qc,Jc,4h,7,2,0,c,2220363
8c,9s,8d,Ks,Jc,9c,7s,5,4,103,k,743858
Js,Kc,8d,Ks,Jc,9c,7s,5,5,29,k,744569
Ad,9s,2s,2c,3d,As,3s,5,1,18,b,744634
Th,2d,2s,2c,3d,As,3s,5,2,80,c,2227759
Tc,5c,Ts,Kc,Kd,3d,Kh,5,1,186,b,2227909
Qd,Th,Ts,Kc,Kd,3d,Kh,5,4,106,c,2227909
7h,5c,5d,8d,6s,Ad,2c,5,2,223,k,379995
Tc,Ts,5d,8d,6s,Ad,2c,5,5,125,k,390979
8h,8s,6d,5h,7s,Ad,Qd,5,1,37,k,386638
9c,Ts,6d,5h,7s,Ad,Qd,5,3,49,k,366150
Kc,Ks,Jd,7d,Ts,3d,2s,5,2,6,k,397090
Kd,Qd,Jd,7d,Ts,3d,2s,5,4,8,k,2194193
Jd,Qs,6s,3s,7h,8s,9s,3,1,223,k,2158521
Kh,Ac,6s,3s,7h,8s,9s,3,2,420,k,368165
2c,Qd,Ad,Td,6d,9c,3c,3,1,154,b,366149
5h,9h,Ad,Td,6d,9c,3c,3,2,276,c,388808
Tc,Qd,3d,Th,2c,5h,9d,3,1,21,k,390653
Ts,9c,3d,Th,2c,5h,9d,3,3,12,b,744032
Tc,Qd,3d,Th,2c,5h,9d,3,1,21,c,390653
3c,2c,2d,4h,3h,Td,6c,4,1,42,k,742763
Th,9h,2d,4h,3h,Td,6c,4,3,31,k,390106
Qd,Ad,Ks,Qs,Td,2d,4h,4,1,62,k,395442
9d,Kd,Ks,Qs,Td,2d,4h,4,4,14,k,397261
3s,5s,8h,9s,2s,Th,Ts,3,1,42,b,2100852
7s,Tc,8h,9s,2s,Th,Ts,3,2,182,c,1115328
5c,Jc,8h,Kh,Kd,Qs,Ac,4,1,1281,k,397627
4h,Js,8h,Kh,Kd,Qs,Ac,4,2,388,k,397627
Ts,7d,8h,Kh,Kd,Qs,Ac,4,3,756,k,397626
5s,9c,9s,Qc,8c,Th,5d,4,2,356,k,743818
4c,4h,9s,Qc,8c,Th,5d,4,4,603,k,377488
3h,5d,Ah,Jd,6c,6d,Ac,5,2,1138,k,744675
5h,4h,Ah,Jd,6c,6d,Ac,5,3,348,k,744675
Th,Qh,Ah,Jd,6c,6d,Ac,5,5,673,k,744676
Ad,Ah,Th,As,6h,2h,Tc,5,4,39,b,2227922
9h,Ts,Th,As,6h,2h,Tc,5,5,15,c,1115394
Ts,2c,Js,2s,7s,Kh,8d,5,2,307,k,373277
Qs,Tc,Js,2s,7s,Kh,8d,5,4,512,k,337772
7h,5h,6d,5c,Kc,Ks,7c,5,3,94,k,744514
Td,Th,6d,5c,Kc,Ks,7c,5,4,35,k,744554
9d,Ah,9s,8s,Kd,2d,9h,5,2,130,b,1115229
Qd,8d,9s,8s,Kd,2d,9h,5,3,50,c,743858
7c,Qc,Tc,8s,9d,Qs,4d,5,2,88,b,394712
Jh,Jd,Tc,8s,9d,Qs,4d,5,5,380,c,1485182
6c,5c,Tc,9c,Ac,4c,3s,5,3,22,k,2218011
Td,9d,Tc,9c,Ac,4c,3s,5,4,8,k,744041
6h,3h,8c,Kd,Qh,8h,Jd,5,1,1686,k,386473
2d,5s,8c,Kd,Qh,8h,Jd,5,2,1043,k,386473
7s,8d,3c,9d,Tc,Td,Qd,5,1,447,k,390656
Ah,Jc,3c,9d,Tc,Td,Qd,5,2,159,k,391036
Qc,Jd,8d,6h,6d,4c,6c,5,2,258,k,1114694
Qd,Kh,8d,6h,6d,4c,6c,5,4,56,k,1114708
Tc,As,8d,6h,6d,4c,6c,5,5,262,k,1114719
Js,Tc,Td,8s,3h,3d,6h,5,3,74,k,743960
Qc,Kd,Td,8s,3h,3d,6h,5,4,240,k,375487
6c,8h,Td,8s,3h,3d,6h,5,5,150,k,743660
8h,Jc,Ah,8c,7d,9h,As,5,3,239,k,744701
6h,8d,Ah,8c,7d,9h,As,5,4,150,k,744699
2h,Qh,Ah,8c,7d,9h,As,5,5,52,k,399444
Ac,9c,9d,Tc,As,2s,5d,5,1,38,b,744713
Ad,8d,9d,Tc,As,2s,5d,5,2,13,c,399106
4s,Ah,3s,Ad,6d,3h,9c,5,1,84,k,744634
As,Ks,3s,Ad,6d,3h,9c,5,4,42,b,744638
4s,Ah,3s,Ad,6d,3h,9c,5,1,84,c,744634
Jh,3s,5s,Ad,Qc,Ah,8s,5,1,316,k,399470
9h,2d,5s,Ad,Qc,Ah,8s,5,2,1022,k,399444
5c,Kd,5s,Ad,Qc,Ah,8s,5,3,623,k,744664
Jd,8h,5s,Ad,Qc,Ah,8s,5,5,1028,k,744702
Qh,Ks,8s,5c,2c,Td,Ad,5,1,394,k,368699
3s,6s,8s,5c,2c,Td,Ad,5,2,1278,k,361377
4h,7h,8s,5c,2c,Td,Ad,5,5,1283,k,361390
Tc,Qd,Kc,7d,9s,7s,Td,5,2,157,k,744014
2d,2h,Kc,7d,9s,7s,Td,5,3,96,b,743442
Tc,Qd,Kc,7d,9s,7s,Td,5,2,157,c,744014
5s,Ad,9c,2c,Kc,Qh,3c,4,1,445,k,368683
4s,6s,9c,2c,Kc,Qh,3c,4,2,730,k,337378
Jd,2c,5s,Ad,3h,7s,8d,4,2,348,k,363587
3d,Kd,5s,Ad,3h,7s,8d,4,3,1139,k,375667
Td,Kc,5s,Ad,3h,7s,8d,4,4,693,k,368334
Qd,Jd,Qc,8h,Td,7h,8d,4,1,24,k,744363
Jh,Kc,Qc,8h,Td,7h,8d,4,3,12,k,386473
Ah,As,Qc,8h,Td,7h,8d,4,4,40,k,744702
8s,Qs,6c,5d,Td,3s,7d,4,1,1738,k,304269
8c,Jh,6c,5d,Td,3s,7d,4,2,1009,k,275708
2d,5d,7c,Ks,3h,Js,2s,4,1,756,k,373274
Ac,6h,7c,Ks,3h,Js,2s,4,2,1288,k,368489
Th,9d,7c,Ks,3h,Js,2s,4,4,1304,k,335392
Kh,8c,Js,Th,9d,Ts,Jc,4,1,306,k,744222
4s,Qc,Js,Th,9d,Ts,Jc,4,2,178,k,744221
8d,9c,Js,Th,9d,Ts,Jc,4,3,303,k,744218
3c,Ks,Js,Kd,2h,8h,7s,4,1,302,k,397064
Ah,7h,Js,Kd,2h,8h,7s,4,2,515,k,384458
4s,2s,3d,3s,Ts,Jc,9d,4,2,128,k,375122
Qs,Ac,3d,3s,Ts,Jc,9d,4,3,219,k,375657
2d,Td,9c,Qd,7s,5c,3d,4,1,304,k,304437
8s,Kc,9c,Qd,7s,5c,3d,4,2,1041,k,337407
As,6h,9c,Qd,7s,5c,3d,4,3,607,k,365954
Ah,6s,9c,Qd,7s,5c,3d,4,4,1032,k,365954
Tc,Jh,9s,4c,Ac,Qs,7c,4,1,134,k,366334
5s,Kh,9s,4c,Ac,Qs,7c,4,2,744,k,368685
Kd,Th,4s,6h,Ac,7s,7h,5,1,187,k,384457
Jh,4d,4s,6h,Ac,7s,7h,5,2,1044,k,743469
8s,Js,4s,6h,Ac,7s,7h,5,4,1030,k,384429
3s,3d,4s,6h,Ac,7s,7h,5,5,606,k,743456
Tc,7c,Ks,8c,As,Jh,Qs,5,1,82,b,1485184
Qc,Ts,Ks,8c,As,Jh,Qs,5,5,139,c,1485184
Qh,Tc,9d,7s,6h,6c,8s,5,1,184,k,1485180
Kc,9c,9d,7s,6h,6c,8s,5,3,108,k,743832
Ah,8d,5d,Ac,9s,Kc,Jc,5,2,73,k,399640
As,Qd,5d,Ac,9s,Kc,Jc,5,5,125,k,399655
2d,8h,Ts,Ks,5c,4s,8d,7,1,750,k,386441
3c,Ad,Ts,Ks,5c,4s,8d,7,2,860,k,368332
2h,2s,Ts,Ks,5c,4s,8d,7,6,1298,k,373262
3c,9h,3h,2s,9c,9d,Ad,7,1,9,k,2227850
9s,8s,3h,2s,9c,9d,Ad,7,3,87,b,1115224
3c,9h,3h,2s,9c,9d,Ad,7,1,9,r,2227850
9s,8s,3h,2s,9c,9d,Ad,7,3,87,c,1115224
6c,Qc,2c,Ts,Jc,9h,3h,7,2,24,k,306830
Js,Qs,2c,Ts,Jc,9h,3h,7,4,36,k,392867
5s,3d,Td,9d,7d,4s,2d,8,1,1296,k,2101190
3s,Js,Td,9d,7d,4s,2d,8,2,712,k,275875
8d,Qc,Td,9d,7d,4s,2d,8,7,373,k,2101411
4h,3c,3s,Ks,4s,8c,Qd,7,1,55,k,742948
8s,8d,3s,Ks,4s,8c,Qd,7,7,100,b,1115046
4h,3c,3s,Ks,4s,8c,Qd,7,1,55,c,742948
As,Qd,7s,Kh,Qh,Tc,Jc,7,2,0,b,1485184
Ad,Ac,7s,Kh,Qh,Tc,Jc,7,6,1,r,1485184
As,Qd,7s,Kh,Qh,Tc,Jc,7,2,0,r,1485184
Ad,Ac,7s,Kh,Qh,Tc,Jc,7,6,1,c,1485184
8h,8d,5h,4h,Js,Qs,4c,7,3,66,k,743636
7d,6c,5h,4h,Js,Qs,4c,7,6,133,k,377499
9d,9c,5c,2s,Th,9s,5d,7,3,18,b,2227852
Tc,8h,5c,2s,Th,9s,5d,7,6,12,c,743984
Th,Qd,9s,Jh,4s,2c,8h,7,2,6,b,1485182
Js,2s,9s,Jh,4s,2c,8h,7,3,6,c,744114
Kh,6h,Td,6s,Qh,Qc,Js,7,4,76,k,744339
8h,Ts,Td,6s,Qh,Qc,Js,7,6,159,k,744389
9h,Jd,Td,6s,Qh,Qc,Js,7,7,148,k,744401
3c,7c,3d,Qc,Qs,Jc,2h,7,2,81,k,744298
4h,3h,3d,Qc,Qs,Jc,2h,7,4,91,k,744298
8c,9d,Ad,As,8d,5c,6s,7,2,7,k,744699
9h,Th,Ad,As,8d,5c,6s,7,4,22,b,399106
8c,9d,Ad,As,8d,5c,6s,7,2,7,c,744699
4s,7s,5s,3c,2h,Jc,5d,7,4,87,k,379472
8d,4d,5s,3c,2h,Jc,5d,7,5,49,k,379485
Ks,7d,Kh,9d,8c,Ad,4h,7,2,27,b,397585
As,Kc,Kh,9d,8c,Ad,4h,7,3,105,c,744764
Js,8d,8s,7h,7s,Ac,7d,7,2,64,b,2227829
Td,Ts,8s,7h,7s,Ac,7d,7,3,116,c,2227831
Jd,Qd,Kh,Kd,Jc,5c,Js,4,2,12,b,2227886
Ks,5s,Kh,Kd,Jc,5c,Js,4,3,49,c,2227910
Ah,Qs,Qd,Ts,5c,6c,8c,4,2,91,b,395401
Qc,Td,Qd,Ts,5c,6c,8c,4,3,34,c,744386
Qs,3d,Ac,5h,Tc,9d,Kh,4,2,328,k,368700
Jh,7h,Ac,5h,Tc,9d,Kh,4,4,691,k,368531
8s,Td,3c,3s,4h,2c,9h,4,1,1808,k,374939
Ks,8d,3c,3s,4h,2c,9h,4,2,921,k,375446
Jh,5s,3s,4s,6h,5d,5c,6,2,90,b,1114507
Kd,2h,3s,4s,6h,5d,5c,6,6,71,c,1485176
9h,Jc,2d,4s,Js,Ac,Jh,6,4,71,k,1115563
Ah,Qc,2d,4s,Js,Ac,Jh,6,5,77,k,744741
Jh,2d,Ah,3c,4d,Qd,7c,5,2,1119,k,366290
6h,Jd,Ah,3c,4d,Qd,7c,5,4,578,k,366292
8h,Kd,Ah,3c,4d,Qd,7c,5,5,634,k,368672
Ks,2s,2c,5s,Td,3s,Jh,5,2,3,b,373277
2h,3h,2c,5s,Td,3s,Jh,5,5,2,c,742764
9h,Ts,7h,Jh,Tc,Td,2h,5,2,35,k,1115355
8s,Qs,7h,Jh,Tc,Td,2h,5,5,15,b,390682
9h,Ts,7h,Jh,Tc,Td,2h,5,2,35,c,1115355
Ac,Kc,Tc,5s,7c,2s,Ah,5,2,5,k,399625
3c,Jc,Tc,5s,7c,2s,Ah,5,3,14,k,363925
Jd,Th,Tc,5s,7c,2s,Ah,5,4,13,k,391019
Qh,Jh,8d,3s,Qs,2s,Kd,5,3,19,k,395245
9s,Ks,8d,3s,Qs,2s,Kd,5,4,18,k,2193802
Ts,Qc,8d,3s,Qs,2s,Kd,5,5,18,k,395232
3h,Jh,3s,Kc,Ts,Th,5h,5,1,228,k,743962
7c,9c,3s,Kc,Ts,Th,5h,5,4,386,k,390824
8s,Js,Jc,Kd,Ac,Ts,6h,7,1,326,k,393245
Qc,3d,Jc,Kd,Ac,Ts,6h,7,2,296,b,1485184
8s,Js,Jc,Kd,Ac,Ts,6h,7,1,326,c,393245
Kh,2c,Jd,2s,Kd,8c,Ad,9,2,41,b,744457
Ts,Qh,Jd,2s,Kd,8c,Ad,9,9,16,c,1485184
8s,6c,6h,4c,6s,8d,Js,9,2,40,b,2227816
8h,Qs,6h,4c,6s,8d,Js,9,8,78,c,743662
Ah,2c,4s,4d,6c,3h,3d,9,2,38,k,742949
Ac,Qc,4s,4d,6c,3h,3d,9,8,29,k,742949
Tc,4c,Ts,Ad,Ac,Ks,Qd,9,4,73,k,744729
Ah,3d,Ts,Ad,Ac,Ks,Qd,9,6,166,k,1116060
9d,Js,9c,Jh,2h,8d,Td,9,7,3,k,744206
Qs,Qh,9c,Jh,2h,8d,Td,9,8,8,b,1485182
9d,Js,9c,Jh,2h,8d,Td,9,7,3,c,744206
Ks,Jh,2h,3c,4d,5d,As,10,4,129,k,1485175
Kd,8d,2h,3c,4d,5d,As,10,6,237,b,1485175
Ks,Jh,2h,3c,4d,5d,As,10,4,129,c,1485175
5s,Ah,3h,Kh,5c,Th,Tc,10,1,47,k,743989
4h,6c,3h,Kh,5c,Th,Tc,10,3,58,b,390783
5s,Ah,3h,Kh,5c,Th,Tc,10,1,47,c,743989
Qs,8d,Jc,9h,7c,Kh,2c,10,10,246,k,337759
6s,5c,Jc,9h,7c,Kh,2c,10,2,459,k,335196
5d,4d,Jc,9h,7c,Kh,2c,10,3,388,k,335195
2d,5h,Jc,9h,7c,Kh,2c,10,4,389,k,373276
2h,6h,Jc,9h,7c,Kh,2c,10,6,640,k,373276
4h,4s,Jc,9h,7c,Kh,2c,10,9,421,k,377670
Ts,7c,Td,6h,9h,3h,9s,12,11,63,k,744034
Qs,As,Td,6h,9h,3h,9s,12,3,100,k,388838
5d,Ts,8d,Td,3c,7h,As,11,10,31,k,390980
Jd,Qd,8d,Td,3c,7h,As,11,2,9,k,366333
3h,Th,8d,Td,3c,7h,As,11,6,34,k,743963
9c,Th,2s,Qs,8c,Jc,Ts,10,4,42,k,1485182
Ah,Kh,2s,Qs,8c,Jc,Ts,10,8,72,k,1485184
4h,8h,7c,4d,As,8s,9h,9,5,2,b,743638
8d,Ad,7c,4d,As,8s,9h,9,8,1,r,744699
4h,8h,7c,4d,As,8s,9h,9,5,2,c,743638
Ac,Ah,8d,Jc,4s,8h,Kd,8,4,7,k,744703
Ts,Jh,8d,Jc,4s,8h,Kd,8,8,30,k,744196
Kc,9c,8c,9s,5d,Ac,7h,8,2,4,k,388849
9h,Ad,8c,9s,5d,Ac,7h,8,4,2,k,744711
8d,5d,8s,6s,Ah,5s,7d,9,5,2,b,743651
7s,9s,8s,6s,Ah,5s,7d,9,9,3,r,2970351
8d,5d,8s,6s,Ah,5s,7d,9,5,2,c,743651
6d,4c,7h,5d,7d,Ac,9s,8,5,6,b,384401
Kh,Kd,7h,5d,7d,Ac,9s,8,7,9,c,744522
Jc,7s,5d,Ts,9h,Tc,Js,8,4,108,k,744218
Ad,9s,5d,Ts,9h,Tc,Js,8,5,59,k,744041
As,Td,Ad,2h,Qh,7c,6h,5,1,6,b,399456
2c,2s,Ad,2h,Qh,7c,6h,5,2,10,r,1114045
As,Td,Ad,2h,Qh,7c,6h,5,1,6,c,399456
7d,5h,5c,Th,4c,Qs,4h,4,2,53,k,743129
Ah,Js,5c,Th,4c,Qs,4h,4,4,138,k,377854
Kh,Ad,3d,Ks,Js,Ah,Jd,4,1,54,k,744766
Kc,6c,3d,Ks,Js,Ah,Jd,4,4,28,k,744574
Tc,9d,8h,7h,6c,Ts,Jh,5,3,52,k,1485181
Kc,9h,8h,7h,6c,Ts,Jh,5,4,22,b,1485181
Tc,9d,8h,7h,6c,Ts,Jh,5,3,52,c,1485181
Js,Qs,7s,4d,6s,6c,Ad,6,1,30,k,382248
7c,Ks,7s,4d,6s,6c,Ad,6,4,84,k,743495
Js,Ts,Kh,9d,Jh,2c,9h,6,3,42,k,744209
Kc,Tc,Kh,9d,Jh,2c,9h,6,4,82,k,744545
Ac,Qh,9d,5c,Qd,Kc,9h,6,1,86,k,744379
Js,Ks,9d,5c,Qd,Kc,9h,6,3,73,k,744546
Ts,3h,7s,6h,9s,8h,2h,8,2,7,b,1485180
8c,7c,7s,6h,9s,8h,2h,8,3,24,c,743672
Qh,Jh,3c,Js,Ah,8h,8c,7,1,35,k,744197
Jd,3h,3c,Js,Ah,8h,8c,7,2,159,k,744197
Kh,5h,3c,Js,Ah,8h,8c,7,4,173,k,386655
Qs,4s,Jc,9h,4c,2c,3h,7,1,140,k,377501
Ad,Kd,Jc,9h,4c,2c,3h,7,2,151,k,368513
Js,Ts,Jc,9h,4c,2c,3h,7,7,14,k,392511
Ks,7s,9d,7d,As,7h,Kd,8,1,28,b,2227834
Ah,4c,9d,7d,As,7h,Kd,8,7,68,c,744690
5d,Ac,7d,3d,3s,Jh,2s,8,7,11,k,375640
Ts,Ad,7d,3d,3s,Jh,2s,8,8,33,k,375643
4s,Qs,Qd,9s,Js,Kc,6s,8,2,1,b,2163085
Td,Ac,Qd,9s,Js,Kc,6s,8,6,6,c,1485184
8s,As,7c,Js,Ks,7s,4d,8,2,31,k,2224968
Jc,Kh,7c,Js,Ks,7s,4d,8,6,26,b,744567
8s,As,7c,Js,Ks,7s,4d,8,2,31,c,2224968
8d,8s,Kd,6s,5c,As,Ad,8,3,6,b,744703
3c,Kh,Kd,6s,5c,As,Ad,8,5,13,c,744761
Ad,Qc,7d,Ks,4s,Qs,As,10,2,301,k,744755
8s,Kc,7d,Ks,4s,Qs,As,10,3,172,k,2225134
Ad,Jc,5d,2c,Ah,9h,9s,10,2,12,b,744714
4c,9c,5d,2c,Ah,9h,9s,10,9,5,r,1115221
Ad,Jc,5d,2c,Ah,9h,9s,10,2,12,c,744714
Kd,4c,Kc,5s,Qs,Ac,Ah,7,2,36,k,744767
Qh,Tc,Kc,5s,Qs,Ac,Ah,7,6,227,k,744755
Tc,9s,9c,7c,Ts,3s,8d,6,2,13,k,744035
Qc,Kc,9c,7c,Ts,3s,8d,6,3,6,k,337590
7s,Td,9c,7c,Ts,3s,8d,6,5,26,k,744010
Qc,Qh,4s,5d,8h,6d,2d,7,1,19,k,394332
Th,As,4s,5d,8h,6d,2d,7,7,6,k,361377
Jh,5c,7c,Jc,5d,Jd,Ks,7,1,2,k,2227878
Js,Qd,7c,Jc,5d,Jd,Ks,7,2,20,k,1115553
8s,8h,5h,7s,7d,Jd,5s,6,5,16,b,743674
Ac,Kc,5h,7s,7d,Jd,5s,6,6,2,c,743482
3s,Ks,4c,5s,2d,Ts,6h,6,1,5,b,1485176
Kh,Kc,4c,5s,2d,Ts,6h,6,6,10,c,396867
Jc,Qd,6s,8d,Ks,8h,Ts,6,2,297,k,386473
Js,Td,6s,8d,Ks,8h,Ts,6,4,134,k,744027
Js,7c,4h,4s,8s,Ah,2c,6,2,76,k,377838
6s,9s,4h,4s,8s,Ah,2c,6,5,700,k,377812
8s,Ac,Js,7c,4h,9d,Ts,6,2,10,b,1485181
Ks,Kh,Js,7c,4h,9d,Ts,6,6,9,c,397092
8c,Ac,5s,8s,4h,Jc,Jd,6,2,10,k,744197
9h,7c,5s,8s,4h,Jc,Jd,6,5,94,k,392332
7c,8h,Jc,5s,4d,9d,3h,7,2,116,k,273510
Qd,5d,Jc,5s,4d,9d,3h,7,7,67,k,379698
3c,3s,Ad,Kd,2s,4d,9c,6,3,314,k,375668
8d,Qc,Ad,Kd,2s,4d,9c,6,4,81,k,368686
Kh,3d,Ad,Kd,2s,4d,9c,6,6,154,k,397581
Ad,Jh,8c,5d,Qs,Ks,5c,5,1,28,b,380065
9c,Kc,8c,5d,Qs,Ks,5c,5,5,41,c,744494
9h,9s,Qs,2d,8s,8h,9d,5,1,533,k,2227855
7d,As,Qs,2d,8s,8h,9d,5,2,130,k,386640
Kh,Kd,5s,8h,Qs,Qc,9s,5,2,18,b,744582
Ah,9h,5s,8h,Qs,Qc,9s,5,4,45,c,744379
6d,7c,4s,6s,6h,As,9h,5,1,1,b,1114718
6c,Ac,4s,6s,6h,As,9h,5,4,1,r,2227822
6d,7c,4s,6s,6h,As,9h,5,1,1,c,1114718
Ad,7h,7c,Qh,As,Jh,3s,5,3,53,k,744689
Qc,Ah,7c,Qh,As,Jh,3s,5,5,19,b,744753
Ad,7h,7c,Qh,As,Jh,3s,5,3,53,c,744689
Td,Qh,2c,Kd,As,6c,5s,4,1,330,k,368697
Js,Qc,2c,Kd,As,6c,5s,4,2,689,k,368710
7d,Qd,2c,Kd,As,6c,5s,4,3,761,k,368658
Tc,9d,7h,9c,7c,Qc,Js,4,1,689,k,743844
5c,Th,7h,9c,7c,Qc,Js,4,4,330,k,384093
7s,As,Jc,9h,Ah,8h,8d,4,2,5,k,744701
6h,3h,Jc,9h,Ah,8h,8d,4,3,15,b,2215643
7s,As,Jc,9h,Ah,8h,8d,4,2,5,c,744701
As,7s,6d,Jh,8s,Jd,4h,4,1,102,k,393177
8h,Qh,6d,Jh,8s,Jd,4h,4,2,211,k,744195
6c,9c,6d,Jh,8s,Jd,4h,4,3,230,k,744166
Qs,Kd,5d,Qh,Jd,6h,Ah,4,1,4,k,395443
Jh,Th,5d,Qh,Jd,6h,Ah,4,3,10,b,2222796
Qs,Kd,5d,Qh,Jd,6h,Ah,4,1,4,c,395443
9d,8c,7h,Js,5h,6h,4c,4,1,16,b,1485179
Td,8h,7h,Js,5h,6h,4c,4,4,14,c,1485178
As,Kh,5d,Th,7h,3c,7d,3,1,26,k,384457
Js,9s,5d,Th,7h,3c,7d,3,2,75,k,383910
Jd,Ac,5d,Th,7h,3c,7d,3,3,11,k,384431
As,Ks,7h,9h,Kh,Jc,Qs,3,1,5,k,397627
7d,Jh,7h,9h,Kh,Jc,Qs,3,2,10,k,744183
5s,3h,Qd,6d,As,Ks,7c,3,1,14,b,368658
Ah,Th,Qd,6d,As,Ks,7c,3,3,6,c,399654
Td,8c,3d,Qc,8s,Qs,9d,3,1,164,b,744362
9h,Jc,3d,Qc,8s,Qs,9d,3,2,31,c,744376
Qc,2s,Qh,3h,5s,Ks,7d,4,2,47,k,395190
2h,5h,Qh,3h,5s,Ks,7d,4,4,132,k,379878
As,7s,8c,6d,3s,8h,Kh,4,1,31,k,386651
3h,4h,8c,6d,3s,8h,Kh,4,3,87,k,743624
Qc,5s,8d,4s,Qs,Jc,9c,4,1,240,k,394881
8h,Jh,8d,4s,Qs,Jc,9c,4,4,77,k,744195
Ac,6c,Kc,3s,2d,Qh,6h,4,1,158,k,382262
7s,3d,Kc,3s,2d,Qh,6h,4,2,145,k,375484
8s,6s,3c,8h,4h,Ts,Jc,4,1,65,k,386104
7s,5h,3c,8h,4h,Ts,Jc,4,3,183,k,275707
4c,Qc,3c,8h,4h,Ts,Jc,4,4,35,k,377502
Ts,9c,Ah,Kd,2c,7d,9d,4,1,1040,k,388851
8s,Js,Ah,Kd,2c,7d,9d,4,2,198,k,368517
8s,8c,As,5c,Tc,4s,Qh,4,1,11,k,386641
5d,3s,As,5c,Tc,4s,Qh,4,4,63,k,380050
Ac,Jc,Kd,4d,2h,7c,Js,4,1,36,b,393242
9h,Ks,Kd,4d,2h,7c,Js,4,4,12,c,397077
4s,Ah,As,Js,3h,3c,9h,4,1,12,k,744636
Jh,3s,As,Js,3h,3c,9h,4,4,14,b,2227780
4s,Ah,As,Js,3h,3c,9h,4,1,12,c,744636
Tc,As,Jh,Qh,9d,Kd,9c,4,2,28,b,1485184
Qc,Jc,Jh,Qh,9d,Kd,9c,4,3,23,c,744404
3h,Kd,2c,5s,Qd,4h,Js,4,1,50,k,337703
8c,8s,2c,5s,Qd,4h,Js,4,3,120,k,386285
Qs,9s,8h,7c,6h,Qd,Qc,4,1,61,b,1115666
9d,8d,8h,7c,6h,Qd,Qc,4,4,20,c,744361
9c,4c,2c,7s,8s,7d,2h,3,1,125,k,743438
Ad,Ts,2c,7s,8s,7d,2h,3,2,96,k,743443
2s,Kc,9d,Ah,Qd,3d,Jh,3,1,1015,k,368713
4c,9h,9d,Ah,Qd,3d,Jh,3,2,416,k,388839
Ac,3s,3h,Ts,9d,Jc,6d,4,2,380,k,375643
6h,7h,3h,Ts,9d,Jc,6d,4,3,722,k,381713
2h,Qs,2s,9d,Jc,Ad,5d,5,2,125,k,373460
Ac,Kc,2s,9d,Jc,Ad,5d,5,4,375,k,399640
