hand1,hand2,board1,board2,board3,board4,board5,playerCount,position,potSize,Action
-,-,-,-,-,-,-,9,8,1985,-
-,-,As,6h,Ah,5s,Js,10,8,6,-
-,-,-,-,-,-,-,9,9,21093,-
-,-,As,6h,Ah,5s,Js,10,9,3,-
-,-,-,-,-,-,-,9,1,2167,-
-,-,-,-,-,-,-,10,1,535,B
-,-,-,-,-,-,-,9,2,642,-
-,-,-,-,-,-,-,10,10,2006,f
-,-,-,-,-,-,-,9,3,607,-
-,-,-,-,-,-,-,10,2,125,B
-,-,-,-,-,-,-,9,4,361,-
-,-,-,-,-,-,-,10,3,42,f
-,-,-,-,-,-,-,9,5,160,-
-,-,-,-,-,-,-,10,4,2387,f
-,-,-,-,-,-,-,9,6,58,-
-,-,-,-,-,-,-,10,5,3881,r
-,-,-,-,-,-,-,9,7,2247,-
-,-,-,-,-,-,-,10,6,817,f
-,-,-,-,-,-,-,9,8,220,-
-,-,-,-,-,-,-,10,7,827,f
-,-,-,-,-,-,-,9,9,2343,-
-,-,-,-,-,-,-,10,8,400,c
-,-,-,-,-,-,-,9,1,964,B
-,-,-,-,-,-,-,10,9,54,f
-,-,-,-,-,-,-,9,2,911,B
-,-,-,-,-,-,-,10,1,535,c
-,-,-,-,-,-,-,9,3,541,c
-,-,-,-,-,-,-,10,2,125,c
-,-,-,-,-,-,-,9,4,240,c
-,-,As,Tc,Kh,-,-,10,1,535,k
-,-,-,-,-,-,-,9,5,87,f
-,-,As,Tc,Kh,-,-,10,10,2006,-
-,-,-,-,-,-,-,9,6,3371,f
-,-,As,Tc,Kh,-,-,10,2,125,k
-,-,-,-,-,-,-,9,7,330,f
-,-,As,Tc,Kh,-,-,10,3,42,-
-,-,-,-,-,-,-,9,8,3515,f
-,-,As,Tc,Kh,-,-,10,4,2387,-
-,-,-,-,-,-,-,9,9,3251,c
-,-,As,Tc,Kh,-,-,10,5,3881,k
-,-,-,-,-,-,-,9,1,964,c
-,-,As,Tc,Kh,-,-,10,6,817,-
-,-,-,-,-,-,-,9,2,911,k
-,-,As,Tc,Kh,-,-,10,7,827,-
-,-,Th,8d,4s,-,-,9,1,275,k
-,-,As,Tc,Kh,-,-,10,8,400,k
-,-,Th,8d,4s,-,-,9,2,260,k
-,-,As,Tc,Kh,-,-,10,9,54,-
-,-,Th,8d,4s,-,-,9,3,154,k
-,-,As,Tc,Kh,2s,-,10,1,8032,b
-,-,Th,8d,4s,-,-,9,4,68,k
-,-,As,Tc,Kh,2s,-,10,10,30099,-
-,-,Th,8d,4s,-,-,9,5,24,-
-,-,As,Tc,Kh,2s,-,10,2,1880,f
-,-,Th,8d,4s,-,-,9,6,963,-
-,-,As,Tc,Kh,2s,-,10,3,632,-
-,-,Th,8d,4s,-,-,9,7,94,-
-,-,As,Tc,Kh,2s,-,10,4,35806,-
-,-,Th,8d,4s,-,-,9,8,1004,-
-,-,As,Tc,Kh,2s,-,10,5,58222,f
-,-,Th,8d,4s,-,-,9,9,928,b
-,-,As,Tc,Kh,2s,-,10,6,12262,-
-,-,Th,8d,4s,-,-,9,1,275,c
-,-,As,Tc,Kh,2s,-,10,7,12407,-
-,-,Th,8d,4s,-,-,9,2,260,f
-,-,As,Tc,Kh,2s,-,10,8,6008,f
-,-,Th,8d,4s,-,-,9,3,154,c
-,-,As,Tc,Kh,2s,-,10,9,820,-
-,-,Th,8d,4s,-,-,9,4,68,f
-,-,-,-,-,-,-,10,1,276,-
-,-,Th,8d,4s,Kh,-,9,1,275,k
-,-,-,-,-,-,-,10,10,1037,-
-,-,Th,8d,4s,Kh,-,9,2,260,-
-,-,-,-,-,-,-,10,2,64,-
-,-,Th,8d,4s,Kh,-,9,3,154,k
-,-,-,-,-,-,-,10,3,21,-
-,-,Th,8d,4s,Kh,-,9,4,68,-
-,-,-,-,-,-,-,10,4,1234,-
-,-,Th,8d,4s,Kh,-,9,5,24,-
-,-,-,-,-,-,-,10,5,2007,-
-,-,Th,8d,4s,Kh,-,9,6,963,-
-,-,-,-,-,-,-,10,6,422,-
-,-,Th,8d,4s,Kh,-,9,7,94,-
-,-,-,-,-,-,-,10,7,427,-
-,-,Th,8d,4s,Kh,-,9,8,1004,-
-,-,-,-,-,-,-,10,8,207,-
-,-,Th,8d,4s,Kh,-,9,9,928,k
-,-,-,-,-,-,-,10,9,28,-
-,-,Th,8d,4s,Kh,6h,9,1,141,b
-,-,-,-,-,-,-,10,1,75,B
-,-,Th,8d,4s,Kh,6h,9,2,133,-
-,-,-,-,-,-,-,10,10,321,c
-,-,Th,8d,4s,Kh,6h,9,3,79,f
-,-,-,-,-,-,-,10,2,25,B
-,-,Th,8d,4s,Kh,6h,9,4,35,-
-,-,-,-,-,-,-,10,3,1432,c
-,-,Th,8d,4s,Kh,6h,9,5,12,-
-,-,-,-,-,-,-,10,4,2328,r
-,-,Th,8d,4s,Kh,6h,9,6,493,-
-,-,-,-,-,-,-,10,5,490,f
-,-,Th,8d,4s,Kh,6h,9,7,48,-
-,-,-,-,-,-,-,10,6,496,f
-,-,Th,8d,4s,Kh,6h,9,8,514,-
-,-,-,-,-,-,-,10,7,240,f
-,-,Th,8d,4s,Kh,6h,9,9,475,f
-,-,-,-,-,-,-,10,8,32,c
-,-,-,-,-,-,-,9,1,729,B
-,-,-,-,-,-,-,10,9,1203,c
9d,4c,-,-,-,-,-,9,2,432,B
-,-,-,-,-,-,-,10,1,75,f
-,-,-,-,-,-,-,9,3,192,c
-,-,-,-,-,-,-,10,2,25,f
-,-,-,-,-,-,-,9,4,69,f
-,-,-,-,-,-,-,10,3,1432,c
Tc,Js,-,-,-,-,-,9,5,2696,c
-,-,2h,7h,5d,-,-,10,1,19,-
Qd,Jh,-,-,-,-,-,9,6,264,c
-,-,2h,7h,5d,-,-,10,10,82,c
-,-,-,-,-,-,-,9,7,2812,c
-,-,2h,7h,5d,-,-,10,2,6,-
-,-,-,-,-,-,-,9,8,2600,f
-,-,2h,7h,5d,-,-,10,3,369,k
-,-,-,-,-,-,-,9,9,773,c
-,-,2h,7h,5d,-,-,10,4,600,b
-,-,-,-,-,-,-,9,1,729,f
-,-,2h,7h,5d,-,-,10,5,126,-
9d,4c,-,-,-,-,-,9,2,432,k
-,-,2h,7h,5d,-,-,10,6,127,-
-,-,4d,8c,9s,-,-,9,1,52,-
-,-,2h,7h,5d,-,-,10,7,61,-
9d,4c,4d,8c,9s,-,-,9,2,30,b
-,-,2h,7h,5d,-,-,10,8,8,f
-,-,4d,8c,9s,-,-,9,3,13,f
-,-,2h,7h,5d,-,-,10,9,310,f
-,-,4d,8c,9s,-,-,9,4,4,-
-,-,2h,7h,5d,-,-,10,3,369,c
Tc,Js,4d,8c,9s,-,-,9,5,192,c
-,-,2h,7h,5d,Ks,-,10,1,19,-
Qd,Jh,4d,8c,9s,-,-,9,6,18,r
-,-,2h,7h,5d,Ks,-,10,10,82,k
-,-,4d,8c,9s,-,-,9,7,200,f
-,-,2h,7h,5d,Ks,-,10,2,6,-
-,-,4d,8c,9s,-,-,9,8,185,-
-,-,2h,7h,5d,Ks,-,10,3,369,k
-,-,4d,8c,9s,-,-,9,9,55,f
-,-,2h,7h,5d,Ks,-,10,4,600,k
9d,4c,4d,8c,9s,-,-,9,2,30,c
-,-,2h,7h,5d,Ks,-,10,5,126,-
Tc,Js,4d,8c,9s,-,-,9,5,192,c
-,-,2h,7h,5d,Ks,-,10,6,127,-
-,-,4d,8c,9s,Kd,-,9,1,13,-
-,-,2h,7h,5d,Ks,-,10,7,61,-
9d,4c,4d,8c,9s,Kd,-,9,2,7,k
-,-,2h,7h,5d,Ks,-,10,8,8,-
-,-,4d,8c,9s,Kd,-,9,3,3,-
-,-,2h,7h,5d,Ks,-,10,9,310,-
-,-,4d,8c,9s,Kd,-,9,4,1,-
-,-,2h,7h,5d,Ks,8h,10,1,9,-
Tc,Js,4d,8c,9s,Kd,-,9,5,48,k
-,-,2h,7h,5d,Ks,8h,10,10,41,f
Qd,Jh,4d,8c,9s,Kd,-,9,6,4,b
-,-,2h,7h,5d,Ks,8h,10,2,3,-
-,-,4d,8c,9s,Kd,-,9,7,50,-
-,-,2h,7h,5d,Ks,8h,10,3,185,b
-,-,4d,8c,9s,Kd,-,9,8,46,-
-,-,2h,7h,5d,Ks,8h,10,4,301,f
-,-,4d,8c,9s,Kd,-,9,9,13,-
-,-,2h,7h,5d,Ks,8h,10,5,63,-
9d,4c,4d,8c,9s,Kd,-,9,2,7,c
-,-,2h,7h,5d,Ks,8h,10,6,64,-
Tc,Js,4d,8c,9s,Kd,-,9,5,48,c
-,-,2h,7h,5d,Ks,8h,10,7,31,-
-,-,4d,8c,9s,Kd,Ad,9,1,13,-
-,-,2h,7h,5d,Ks,8h,10,8,4,-
9d,4c,4d,8c,9s,Kd,Ad,9,2,7,k
-,-,2h,7h,5d,Ks,8h,10,9,155,-
-,-,4d,8c,9s,Kd,Ad,9,3,3,-
-,-,4d,8c,9s,Kd,Ad,9,4,1,-
Tc,Js,4d,8c,9s,Kd,Ad,9,5,48,k
Qd,Jh,4d,8c,9s,Kd,Ad,9,6,4,k
-,-,4d,8c,9s,Kd,Ad,9,7,50,-
-,-,4d,8c,9s,Kd,Ad,9,8,46,-
-,-,4d,8c,9s,Kd,Ad,9,9,13,-
-,-,-,-,-,-,-,9,1,587,B
-,-,-,-,-,-,-,9,2,240,B
-,-,-,-,-,-,-,9,3,87,f
-,-,-,-,-,-,-,9,4,3348,f
-,-,-,-,-,-,-,9,5,308,c
-,-,-,-,-,-,-,9,6,3515,f
-,-,-,-,-,-,-,10,1,126,B
-,-,-,-,-,-,-,10,10,375,c
-,-,-,-,-,-,-,10,2,7174,B
-,-,-,-,-,-,-,10,3,11638,f
-,-,-,-,-,-,-,10,4,2452,f
-,-,-,-,-,-,-,10,5,2481,f
-,-,-,-,-,-,-,10,6,1200,c
-,-,-,-,-,-,-,10,7,163,f
-,-,-,-,-,-,-,10,8,6018,f
-,-,-,-,-,-,-,10,9,1602,f
-,-,-,-,-,-,-,10,1,126,c
-,-,-,-,-,-,-,10,2,7174,k
-,-,8h,Th,Kc,-,-,10,1,126,k
-,-,8h,Th,Kc,-,-,10,10,375,k
-,-,8h,Th,Kc,-,-,10,2,7174,k
-,-,8h,Th,Kc,-,-,10,3,11638,-
-,-,8h,Th,Kc,-,-,10,4,2452,-
-,-,8h,Th,Kc,-,-,10,5,2481,-
-,-,8h,Th,Kc,-,-,10,6,1200,k
-,-,8h,Th,Kc,-,-,10,7,163,-
-,-,8h,Th,Kc,-,-,10,8,6018,-
-,-,8h,Th,Kc,-,-,10,9,1602,-
-,-,8h,Th,Kc,7h,-,10,1,48,b
-,-,8h,Th,Kc,7h,-,10,10,144,c
-,-,8h,Th,Kc,7h,-,10,2,2759,f
-,-,8h,Th,Kc,7h,-,10,3,4476,-
-,-,8h,Th,Kc,7h,-,10,4,943,-
-,-,8h,Th,Kc,7h,-,10,5,954,-
-,-,8h,Th,Kc,7h,-,10,6,461,f
-,-,8h,Th,Kc,7h,-,10,7,62,-
-,-,8h,Th,Kc,7h,-,10,8,2314,-
-,-,8h,Th,Kc,7h,-,10,9,616,-
-,-,-,-,-,-,-,9,7,3250,c
-,-,8h,Th,Kc,7h,4c,10,1,25,b
-,-,-,-,-,-,-,9,8,966,c
-,-,8h,Th,Kc,7h,4c,10,10,75,f
-,-,-,-,-,-,-,9,9,911,f
-,-,8h,Th,Kc,7h,4c,10,2,1434,-
-,-,-,-,-,-,-,9,1,587,c
-,-,8h,Th,Kc,7h,4c,10,3,2327,-
-,-,-,-,-,-,-,9,2,240,k
-,-,8h,Th,Kc,7h,4c,10,4,490,-
-,-,7h,7c,3d,-,-,9,1,3523,k
-,-,8h,Th,Kc,7h,4c,10,5,496,-
-,-,7h,7c,3d,-,-,9,2,1442,b
-,-,8h,Th,Kc,7h,4c,10,6,240,-
-,-,7h,7c,3d,-,-,9,3,522,-
-,-,8h,Th,Kc,7h,4c,10,7,32,-
-,-,7h,7c,3d,-,-,9,4,20089,-
-,-,8h,Th,Kc,7h,4c,10,8,1203,-
-,-,7h,7c,3d,-,-,9,5,1848,f
-,-,8h,Th,Kc,7h,4c,10,9,320,-
-,-,7h,7c,3d,-,-,9,6,21091,-
-,-,-,-,-,-,-,10,1,1055,B
-,-,7h,7c,3d,-,-,9,7,19502,f
-,-,-,-,-,-,-,10,10,18,f
-,-,7h,7c,3d,-,-,9,8,5797,f
-,-,-,-,-,-,-,10,2,1711,B
-,-,7h,7c,3d,-,-,9,9,5468,-
-,-,-,-,-,-,-,10,3,360,f
-,-,7h,7c,3d,-,-,9,1,3523,f
Ah,8h,-,-,-,-,-,10,4,364,c
-,-,-,-,-,-,-,9,1,3523,-
-,-,-,-,-,-,-,10,5,176,c
-,-,-,-,-,-,-,9,2,1442,-
-,-,-,-,-,-,-,10,6,24,f
-,-,-,-,-,-,-,9,3,522,-
-,-,-,-,-,-,-,10,7,885,c
-,-,-,-,-,-,-,9,4,20089,-
3d,Qd,-,-,-,-,-,10,8,235,c
-,-,-,-,-,-,-,9,5,1848,-
-,-,-,-,-,-,-,10,9,55,f
-,-,-,-,-,-,-,9,6,21091,-
-,-,-,-,-,-,-,10,1,1055,f
-,-,-,-,-,-,-,9,7,19502,-
-,-,-,-,-,-,-,10,2,1711,r
-,-,-,-,-,-,-,9,8,5797,-
Ah,8h,-,-,-,-,-,10,4,364,c
-,-,-,-,-,-,-,9,9,5468,-
-,-,-,-,-,-,-,10,5,176,c
-,-,-,-,-,-,-,9,1,320,-
-,-,-,-,-,-,-,10,7,885,c
-,-,-,-,-,-,-,9,2,131,-
3d,Qd,-,-,-,-,-,10,8,235,c
-,-,-,-,-,-,-,9,3,47,-
-,-,Qs,9d,As,-,-,10,1,535,-
-,-,-,-,-,-,-,9,4,1826,-
-,-,Qs,9d,As,-,-,10,10,9,-
-,-,-,-,-,-,-,9,5,168,-
-,-,Qs,9d,As,-,-,10,2,868,k
-,-,-,-,-,-,-,9,6,1917,-
-,-,Qs,9d,As,-,-,10,3,183,-
-,-,-,-,-,-,-,9,7,1772,-
Ah,8h,Qs,9d,As,-,-,10,4,185,b
-,-,-,-,-,-,-,9,8,527,-
-,-,Qs,9d,As,-,-,10,5,89,f
-,-,-,-,-,-,-,9,9,497,-
-,-,Qs,9d,As,-,-,10,6,12,-
-,-,-,-,-,-,-,9,1,160,B
-,-,Qs,9d,As,-,-,10,7,449,f
-,-,-,-,-,-,-,9,2,58,B
3d,Qd,Qs,9d,As,-,-,10,8,119,c
-,-,-,-,-,-,-,9,3,2232,f
-,-,Qs,9d,As,-,-,10,9,27,-
-,-,-,-,-,-,-,9,4,205,f
-,-,Qs,9d,As,-,-,10,2,868,f
-,-,-,-,-,-,-,9,5,2343,f
-,-,Qs,9d,As,Qc,-,10,1,535,-
-,-,-,-,-,-,-,9,6,2166,f
-,-,Qs,9d,As,Qc,-,10,10,9,-
-,-,-,-,-,-,-,9,7,644,f
-,-,Qs,9d,As,Qc,-,10,2,868,-
-,-,-,-,-,-,-,9,8,607,Q
-,-,Qs,9d,As,Qc,-,10,3,183,-
-,-,-,-,-,-,-,9,9,391,r
Ah,8h,Qs,9d,As,Qc,-,10,4,185,k
-,-,-,-,-,-,-,9,1,160,c
-,-,Qs,9d,As,Qc,-,10,5,89,-
-,-,-,-,-,-,-,9,2,58,f
-,-,Qs,9d,As,Qc,-,10,6,12,-
-,-,Qs,2s,3s,-,-,9,1,1446,k
-,-,Qs,9d,As,Qc,-,10,7,449,-
-,-,Qs,2s,3s,-,-,9,2,522,-
3d,Qd,Qs,9d,As,Qc,-,10,8,119,k
-,-,Qs,2s,3s,-,-,9,3,20089,-
-,-,Qs,9d,As,Qc,-,10,9,27,-
-,-,Qs,2s,3s,-,-,9,4,1847,-
-,-,Qs,9d,As,Qc,Ks,10,1,535,-
-,-,Qs,2s,3s,-,-,9,5,21091,-
-,-,Qs,9d,As,Qc,Ks,10,10,9,-
-,-,Qs,2s,3s,-,-,9,6,19501,-
-,-,Qs,9d,As,Qc,Ks,10,2,868,-
-,-,Qs,2s,3s,-,-,9,7,5796,-
-,-,Qs,9d,As,Qc,Ks,10,3,183,-
-,-,Qs,2s,3s,-,-,9,8,5468,-
Ah,8h,Qs,9d,As,Qc,Ks,10,4,185,k
-,-,Qs,2s,3s,-,-,9,9,3522,b
-,-,Qs,9d,As,Qc,Ks,10,5,89,-
-,-,Qs,2s,3s,-,-,9,1,1446,f
-,-,Qs,9d,As,Qc,Ks,10,6,12,-
-,-,-,-,-,-,-,9,1,1446,-
-,-,Qs,9d,As,Qc,Ks,10,7,449,-
-,-,-,-,-,-,-,9,2,522,-
3d,Qd,Qs,9d,As,Qc,Ks,10,8,119,k
-,-,-,-,-,-,-,9,3,20089,-
-,-,Qs,9d,As,Qc,Ks,10,9,27,-
-,-,-,-,-,-,-,9,4,1847,-
-,-,-,-,-,-,-,10,1,5594,B
-,-,-,-,-,-,-,9,5,21091,-
-,-,-,-,-,-,-,10,10,3449,f
-,-,-,-,-,-,-,9,6,19501,-
-,-,-,-,-,-,-,10,2,1179,B
-,-,-,-,-,-,-,9,7,5796,-
-,-,-,-,-,-,-,10,3,1190,f
-,-,-,-,-,-,-,9,8,5468,-
-,-,-,-,-,-,-,10,4,576,c
-,-,-,-,-,-,-,9,9,3522,-
-,-,-,-,-,-,-,10,5,78,f
-,-,-,-,-,-,-,9,1,85,-
-,-,-,-,-,-,-,10,6,2893,f
-,-,-,-,-,-,-,9,2,30,-
-,-,-,-,-,-,-,10,7,774,c
-,-,-,-,-,-,-,9,3,1181,-
-,-,-,-,-,-,-,10,8,179,f
-,-,-,-,-,-,-,9,4,108,-
-,-,-,-,-,-,-,10,9,61,f
-,-,-,-,-,-,-,9,5,1240,-
-,-,-,-,-,-,-,10,1,5594,r
-,-,-,-,-,-,-,9,6,1147,-
-,-,-,-,-,-,-,10,2,1179,f
-,-,-,-,-,-,-,9,7,340,-
-,-,-,-,-,-,-,10,4,576,c
-,-,-,-,-,-,-,9,8,321,-
-,-,-,-,-,-,-,10,7,774,c
-,-,-,-,-,-,-,9,9,207,-
-,-,9s,Ac,8c,-,-,10,1,2374,b
7d,7c,-,-,-,-,-,8,1,26,B
-,-,9s,Ac,8c,-,-,10,10,1464,-
-,-,-,-,-,-,-,8,2,1004,B
-,-,9s,Ac,8c,-,-,10,2,500,-
-,-,-,-,-,-,-,8,3,92,c
-,-,-,-,-,-,-,8,4,1054,f
-,-,9s,Ac,8c,-,-,10,3,505,-
Qd,Qc,-,-,-,-,-,8,5,975,r
-,-,9s,Ac,8c,-,-,10,4,244,c
-,-,-,-,-,-,-,8,6,289,f
-,-,9s,Ac,8c,-,-,10,5,33,-
-,-,-,-,-,-,-,8,7,176,f
-,-,9s,Ac,8c,-,-,10,6,1228,-
-,-,-,-,-,-,-,8,8,72,c
-,-,9s,Ac,8c,-,-,10,7,328,c
7d,7c,-,-,-,-,-,8,1,26,c
-,-,9s,Ac,8c,-,-,10,8,76,-
-,-,-,-,-,-,-,8,2,1004,f
-,-,9s,Ac,8c,-,-,10,9,26,-
-,-,-,-,-,-,-,8,3,92,c
-,-,9s,Ac,8c,7d,-,10,1,1209,b
7d,7c,2d,7s,Td,-,-,8,1,2,b
-,-,9s,Ac,8c,7d,-,10,10,745,-
-,-,2d,7s,Td,-,-,8,2,87,-
-,-,9s,Ac,8c,7d,-,10,2,254,-
-,-,2d,7s,Td,-,-,8,3,8,c
-,-,9s,Ac,8c,7d,-,10,3,257,-
-,-,2d,7s,Td,-,-,8,4,92,-
-,-,9s,Ac,8c,7d,-,10,4,124,f
Qd,Qc,2d,7s,Td,-,-,8,5,85,r
-,-,9s,Ac,8c,7d,-,10,5,16,-
-,-,2d,7s,Td,-,-,8,6,25,-
-,-,9s,Ac,8c,7d,-,10,6,625,-
-,-,2d,7s,Td,-,-,8,7,15,-
-,-,9s,Ac,8c,7d,-,10,7,167,c
-,-,2d,7s,Td,-,-,8,8,6,f
-,-,9s,Ac,8c,7d,-,10,8,38,-
7d,7c,2d,7s,Td,-,-,8,1,2,c
-,-,9s,Ac,8c,7d,-,10,9,13,-
-,-,2d,7s,Td,-,-,8,3,8,f
-,-,9s,Ac,8c,7d,6c,10,1,611,k
7d,7c,2d,7s,Td,Ad,-,8,1,2,k
-,-,9s,Ac,8c,7d,6c,10,10,376,-
-,-,2d,7s,Td,Ad,-,8,2,87,-
-,-,9s,Ac,8c,7d,6c,10,2,128,-
-,-,2d,7s,Td,Ad,-,8,3,8,-
-,-,9s,Ac,8c,7d,6c,10,3,130,-
-,-,2d,7s,Td,Ad,-,8,4,92,-
-,-,9s,Ac,8c,7d,6c,10,4,62,-
Qd,Qc,2d,7s,Td,Ad,-,8,5,85,k
-,-,9s,Ac,8c,7d,6c,10,5,8,-
-,-,2d,7s,Td,Ad,-,8,6,25,-
-,-,9s,Ac,8c,7d,6c,10,6,316,-
-,-,2d,7s,Td,Ad,-,8,7,15,-
-,-,9s,Ac,8c,7d,6c,10,7,84,b
-,-,2d,7s,Td,Ad,-,8,8,6,-
-,-,9s,Ac,8c,7d,6c,10,8,19,-
7d,7c,2d,7s,Td,Ad,As,8,1,2,k
-,-,9s,Ac,8c,7d,6c,10,9,6,-
-,-,2d,7s,Td,Ad,As,8,2,87,-
-,-,9s,Ac,8c,7d,6c,10,1,611,f
-,-,2d,7s,Td,Ad,As,8,3,8,-
-,-,-,-,-,-,-,10,1,1251,B
-,-,2d,7s,Td,Ad,As,8,4,92,-
-,-,-,-,-,-,-,10,10,5935,r
Qd,Qc,2d,7s,Td,Ad,As,8,5,85,k
-,-,-,-,-,-,-,10,2,1263,B
-,-,2d,7s,Td,Ad,As,8,6,25,-
-,-,-,-,-,-,-,10,3,611,c
-,-,2d,7s,Td,Ad,As,8,7,15,-
-,-,-,-,-,-,-,10,4,83,f
-,-,2d,7s,Td,Ad,As,8,8,6,-
-,-,-,-,-,-,-,10,5,3070,f
-,-,-,-,-,-,-,8,1,854,B
-,-,-,-,-,-,-,10,6,825,f
-,-,-,-,-,-,-,8,2,77,B
-,-,-,-,-,-,-,10,7,190,f
-,-,-,-,-,-,-,8,3,897,f
-,-,-,-,-,-,-,10,8,65,f
-,-,-,-,-,-,-,8,4,825,f
-,-,-,-,-,-,-,10,9,3660,f
-,-,-,-,-,-,-,8,5,246,c
-,-,-,-,-,-,-,10,1,1251,c
-,-,-,-,-,-,-,8,6,150,r
-,-,-,-,-,-,-,10,2,1263,c
-,-,-,-,-,-,-,8,7,61,c
-,-,-,-,-,-,-,10,3,611,c
-,-,-,-,-,-,-,8,8,27,f
-,-,Td,8s,9c,-,-,10,1,12261,k
-,-,-,-,-,-,-,8,1,854,c
-,-,Td,8s,9c,-,-,10,10,58164,r
-,-,-,-,-,-,-,8,2,77,c
-,-,Td,8s,9c,-,-,10,2,12384,b
-,-,-,-,-,-,-,8,5,246,c
-,-,Td,8s,9c,-,-,10,3,5989,c
-,-,7d,5d,9d,-,-,8,1,20088,k
-,-,Td,8s,9c,-,-,10,4,816,-
-,-,7d,5d,9d,-,-,8,2,1823,k
-,-,Td,8s,9c,-,-,10,5,30088,-
-,-,7d,5d,9d,-,-,8,3,21091,-
-,-,Td,8s,9c,-,-,10,6,8085,-
-,-,7d,5d,9d,-,-,8,4,19402,-
-,-,Td,8s,9c,-,-,10,7,1871,-
-,-,7d,5d,9d,-,-,8,5,5796,k
-,-,Td,8s,9c,-,-,10,8,638,-
-,-,7d,5d,9d,-,-,8,6,3526,b
-,-,Td,8s,9c,-,-,10,9,35872,-
-,-,7d,5d,9d,-,-,8,7,1438,c
-,-,Td,8s,9c,-,-,10,1,12261,c
-,-,7d,5d,9d,-,-,8,8,649,-
-,-,Td,8s,9c,-,-,10,10,58164,f
-,-,7d,5d,9d,-,-,8,1,20088,r
-,-,Td,8s,9c,-,-,10,2,12384,r
-,-,7d,5d,9d,-,-,8,2,1823,f
-,-,Td,8s,9c,-,-,10,3,5989,f
-,-,7d,5d,9d,-,-,8,5,5796,f
-,-,Td,8s,9c,-,-,10,1,12261,f
-,-,7d,5d,9d,-,-,8,6,3526,f
-,-,-,-,-,-,-,10,1,12261,-
-,-,7d,5d,9d,-,-,8,7,1438,f
-,-,-,-,-,-,-,10,10,58164,-
-,-,-,-,-,-,-,8,1,20088,-
-,-,-,-,-,-,-,10,2,12384,-
-,-,-,-,-,-,-,8,2,1823,-
-,-,-,-,-,-,-,10,3,5989,-
-,-,-,-,-,-,-,8,3,21091,-
-,-,-,-,-,-,-,10,4,816,-
-,-,-,-,-,-,-,8,4,19402,-
-,-,-,-,-,-,-,10,5,30088,-
-,-,-,-,-,-,-,8,5,5796,-
-,-,-,-,-,-,-,10,6,8085,-
-,-,-,-,-,-,-,8,6,3526,-
-,-,-,-,-,-,-,10,7,1871,-
-,-,-,-,-,-,-,8,7,1438,-
-,-,-,-,-,-,-,10,8,638,-
-,-,-,-,-,-,-,8,8,649,-
-,-,-,-,-,-,-,10,9,35872,-
-,-,-,-,-,-,-,8,1,110,-
-,-,-,-,-,-,-,10,1,72,-
-,-,-,-,-,-,-,8,2,10,-
-,-,-,-,-,-,-,10,10,345,-
-,-,-,-,-,-,-,8,3,116,-
-,-,-,-,-,-,-,10,2,73,-
-,-,-,-,-,-,-,8,4,107,-
-,-,-,-,-,-,-,10,3,35,-
-,-,-,-,-,-,-,8,5,32,-
-,-,-,-,-,-,-,10,4,4,-
-,-,-,-,-,-,-,8,6,19,-
-,-,-,-,-,-,-,10,5,178,-
-,-,-,-,-,-,-,8,7,7,-
-,-,-,-,-,-,-,10,6,48,-
-,-,-,-,-,-,-,8,8,3,-
-,-,-,-,-,-,-,10,7,11,-
-,-,-,-,-,-,-,8,1,330,B
-,-,-,-,-,-,-,10,8,3,-
-,-,-,-,-,-,-,8,2,3834,B
-,-,-,-,-,-,-,10,9,213,-
-,-,-,-,-,-,-,8,3,3527,c
-,-,-,-,-,-,-,10,1,1082,B
-,-,-,-,-,-,-,8,4,1053,f
9s,9d,-,-,-,-,-,10,10,1064,r
-,-,-,-,-,-,-,8,5,636,c
8h,8c,-,-,-,-,-,10,2,519,B
-,-,-,-,-,-,-,8,6,256,f
-,-,-,-,-,-,-,10,3,70,f
-,-,-,-,-,-,-,8,7,118,c
-,-,-,-,-,-,-,10,4,2616,f
-,-,-,-,-,-,-,8,8,3663,f
-,-,-,-,-,-,-,10,5,703,f
-,-,-,-,-,-,-,8,1,330,f
-,-,-,-,-,-,-,10,6,162,f
-,-,-,-,-,-,-,8,2,3834,k
-,-,-,-,-,-,-,10,7,55,f
-,-,6h,Qs,Qc,-,-,8,1,1819,-
-,-,-,-,-,-,-,10,8,3119,f
-,-,6h,Qs,Qc,-,-,8,2,21091,k
-,-,-,-,-,-,-,10,9,5055,f
-,-,6h,Qs,Qc,-,-,8,3,19402,k
-,-,-,-,-,-,-,10,1,1082,c
-,-,6h,Qs,Qc,-,-,8,4,5791,-
8h,8c,-,-,-,-,-,10,2,519,c
-,-,6h,Qs,Qc,-,-,8,5,3499,k
-,-,4h,Kd,5d,-,-,10,1,382,k
-,-,6h,Qs,Qc,-,-,8,6,1411,-
9s,9d,4h,Kd,5d,-,-,10,10,376,b
-,-,6h,Qs,Qc,-,-,8,7,649,b
8h,8c,4h,Kd,5d,-,-,10,2,183,k
-,-,6h,Qs,Qc,-,-,8,8,20151,-
-,-,4h,Kd,5d,-,-,10,3,25,-
-,-,6h,Qs,Qc,-,-,8,2,21091,f
-,-,4h,Kd,5d,-,-,10,4,925,-
-,-,6h,Qs,Qc,-,-,8,3,19402,f
-,-,4h,Kd,5d,-,-,10,5,248,-
-,-,6h,Qs,Qc,-,-,8,5,3499,f
-,-,4h,Kd,5d,-,-,10,6,57,-
