hand1,hand2,board1,board2,board3,board4,board5,playerCount,position,potSize,Action
7d,6c,-,-,-,-,-,7,1,1442,c
-,-,-,-,-,-,-,10,6,312,-
3s,3d,-,-,-,-,-,7,2,758,k
-,-,-,-,-,-,-,10,7,5566,-
7d,6c,Kh,8s,8c,-,-,7,1,1442,k
-,-,-,-,-,-,-,10,8,683,-
3s,3d,Kh,8s,8c,-,-,7,2,758,k
-,-,-,-,-,-,-,10,9,12667,-
9c,Jd,Kh,8s,8c,-,-,7,3,350,k
-,-,-,-,-,-,-,10,1,47,-
-,-,Kh,8s,8c,-,-,7,4,131,-
-,-,-,-,-,-,-,10,10,2019,-
-,-,Kh,8s,8c,-,-,7,5,5063,-
-,-,-,-,-,-,-,10,2,366,-
-,-,Kh,8s,8c,-,-,7,6,5270,-
-,-,-,-,-,-,-,10,3,205,-
-,-,Kh,8s,8c,-,-,7,7,1427,-
-,-,-,-,-,-,-,10,4,29,-
7d,6c,Kh,8s,8c,As,-,7,1,1442,k
-,-,-,-,-,-,-,10,5,975,-
3s,3d,Kh,8s,8c,As,-,7,2,758,k
-,-,-,-,-,-,-,10,6,10,-
9c,Jd,Kh,8s,8c,As,-,7,3,350,k
-,-,-,-,-,-,-,10,7,185,-
-,-,Kh,8s,8c,As,-,7,4,131,-
-,-,-,-,-,-,-,10,8,22,-
-,-,Kh,8s,8c,As,-,7,5,5063,-
-,-,-,-,-,-,-,10,9,422,-
-,-,Kh,8s,8c,As,-,7,6,5270,-
-,-,-,-,-,-,-,10,1,3138,B
-,-,Kh,8s,8c,As,-,7,7,1427,-
9s,Ts,-,-,-,-,-,10,10,408,c
7d,6c,Kh,8s,8c,As,Qh,7,1,1442,k
8s,Qs,-,-,-,-,-,10,2,1760,B
3s,3d,Kh,8s,8c,As,Qh,7,2,758,k
-,-,-,-,-,-,-,10,3,255,f
9c,Jd,Kh,8s,8c,As,Qh,7,3,350,k
-,-,-,-,-,-,-,10,4,8365,f
-,-,Kh,8s,8c,As,Qh,7,4,131,-
-,-,-,-,-,-,-,10,5,92,f
-,-,Kh,8s,8c,As,Qh,7,5,5063,-
-,-,-,-,-,-,-,10,6,1590,f
-,-,Kh,8s,8c,As,Qh,7,6,5270,-
-,-,-,-,-,-,-,10,7,195,f
-,-,Kh,8s,8c,As,Qh,7,7,1427,-
-,-,-,-,-,-,-,10,8,3619,f
-,-,-,-,-,-,-,8,1,759,B
-,-,-,-,-,-,-,10,9,17307,f
-,-,-,-,-,-,-,8,2,350,B
-,-,-,-,-,-,-,10,1,3138,f
-,-,-,-,-,-,-,8,3,131,f
8s,Qs,-,-,-,-,-,10,2,1760,k
-,-,-,-,-,-,-,8,4,5063,f
-,-,9c,4d,Kd,-,-,10,1,3138,-
-,-,-,-,-,-,-,8,5,493,f
9s,Ts,9c,4d,Kd,-,-,10,10,408,k
-,-,-,-,-,-,-,8,6,5270,f
8s,Qs,9c,4d,Kd,-,-,10,2,1760,k
-,-,-,-,-,-,-,8,7,1427,f
-,-,9c,4d,Kd,-,-,10,3,255,-
-,-,-,-,-,-,-,8,8,1442,c
-,-,9c,4d,Kd,-,-,10,4,8365,-
-,-,-,-,-,-,-,8,1,759,c
-,-,9c,4d,Kd,-,-,10,5,92,-
-,-,-,-,-,-,-,8,2,350,k
-,-,9c,4d,Kd,-,-,10,6,1590,-
-,-,Kc,Qc,7d,-,-,8,1,303,b
-,-,9c,4d,Kd,-,-,10,7,195,-
-,-,Kc,Qc,7d,-,-,8,2,140,c
-,-,9c,4d,Kd,-,-,10,8,3619,-
-,-,Kc,Qc,7d,-,-,8,3,52,-
-,-,9c,4d,Kd,-,-,10,9,17307,-
-,-,Kc,Qc,7d,-,-,8,4,2025,-
-,-,9c,4d,Kd,3c,-,10,1,3138,-
-,-,Kc,Qc,7d,-,-,8,5,197,-
9s,Ts,9c,4d,Kd,3c,-,10,10,408,k
-,-,Kc,Qc,7d,-,-,8,6,2108,-
8s,Qs,9c,4d,Kd,3c,-,10,2,1760,k
-,-,Kc,Qc,7d,-,-,8,7,571,-
-,-,9c,4d,Kd,3c,-,10,3,255,-
-,-,Kc,Qc,7d,-,-,8,8,577,f
-,-,9c,4d,Kd,3c,-,10,4,8365,-
-,-,Kc,Qc,7d,2h,-,8,1,108,b
-,-,9c,4d,Kd,3c,-,10,5,92,-
-,-,Kc,Qc,7d,2h,-,8,2,50,c
-,-,9c,4d,Kd,3c,-,10,6,1590,-
-,-,Kc,Qc,7d,2h,-,8,3,18,-
-,-,9c,4d,Kd,3c,-,10,7,195,-
-,-,Kc,Qc,7d,2h,-,8,4,723,-
-,-,9c,4d,Kd,3c,-,10,8,3619,-
-,-,Kc,Qc,7d,2h,-,8,5,70,-
-,-,9c,4d,Kd,3c,-,10,9,17307,-
-,-,Kc,Qc,7d,2h,-,8,6,752,-
-,-,9c,4d,Kd,3c,Ac,10,1,3138,-
-,-,Kc,Qc,7d,2h,-,8,7,203,-
9s,Ts,9c,4d,Kd,3c,Ac,10,10,408,k
-,-,Kc,Qc,7d,2h,-,8,8,206,-
8s,Qs,9c,4d,Kd,3c,Ac,10,2,1760,k
-,-,Kc,Qc,7d,2h,5h,8,1,55,b
-,-,9c,4d,Kd,3c,Ac,10,3,255,-
-,-,Kc,Qc,7d,2h,5h,8,2,25,f
-,-,9c,4d,Kd,3c,Ac,10,4,8365,-
-,-,Kc,Qc,7d,2h,5h,8,3,9,-
-,-,9c,4d,Kd,3c,Ac,10,5,92,-
-,-,Kc,Qc,7d,2h,5h,8,4,368,-
-,-,9c,4d,Kd,3c,Ac,10,6,1590,-
-,-,Kc,Qc,7d,2h,5h,8,5,35,-
-,-,9c,4d,Kd,3c,Ac,10,7,195,-
-,-,Kc,Qc,7d,2h,5h,8,6,383,-
-,-,9c,4d,Kd,3c,Ac,10,8,3619,-
-,-,Kc,Qc,7d,2h,5h,8,7,103,-
-,-,9c,4d,Kd,3c,Ac,10,9,17307,-
-,-,Kc,Qc,7d,2h,5h,8,8,104,-
Ah,9h,-,-,-,-,-,10,1,256,B
8c,6c,-,-,-,-,-,8,1,231,B
-,-,-,-,-,-,-,10,10,457,f
-,-,-,-,-,-,-,8,2,87,B
-,-,-,-,-,-,-,10,2,37,B
Td,Qd,-,-,-,-,-,8,3,3375,c
-,-,-,-,-,-,-,10,3,1219,c
-,-,-,-,-,-,-,8,4,329,c
-,-,-,-,-,-,-,10,4,13,f
-,-,-,-,-,-,-,8,5,3513,f
-,-,-,-,-,-,-,10,5,231,f
-,-,-,-,-,-,-,8,6,951,f
-,-,-,-,-,-,-,10,6,28,c
-,-,-,-,-,-,-,8,7,961,f
-,-,-,-,-,-,-,10,7,527,f
-,-,-,-,-,-,-,8,8,508,c
Qs,Jh,-,-,-,-,-,10,8,2524,r
8c,6c,-,-,-,-,-,8,1,231,c
-,-,-,-,-,-,-,10,9,59,f
-,-,-,-,-,-,-,8,2,87,k
Ah,9h,-,-,-,-,-,10,1,256,c
8c,6c,3s,7h,Js,-,-,8,1,231,k
-,-,-,-,-,-,-,10,2,37,f
-,-,3s,7h,Js,-,-,8,2,87,k
-,-,-,-,-,-,-,10,3,1219,c
Td,Qd,3s,7h,Js,-,-,8,3,3375,k
-,-,-,-,-,-,-,10,6,28,c
-,-,3s,7h,Js,-,-,8,4,329,k
Ah,9h,3h,7h,5s,-,-,10,1,87,k
-,-,3s,7h,Js,-,-,8,5,3513,-
-,-,3h,7h,5s,-,-,10,10,156,-
-,-,3s,7h,Js,-,-,8,6,951,-
-,-,3h,7h,5s,-,-,10,2,12,-
-,-,3s,7h,Js,-,-,8,7,961,-
-,-,3h,7h,5s,-,-,10,3,418,k
-,-,3s,7h,Js,-,-,8,8,508,k
-,-,3h,7h,5s,-,-,10,4,4,-
8c,6c,3s,7h,Js,9c,-,8,1,86,k
-,-,3h,7h,5s,-,-,10,5,79,-
-,-,3s,7h,Js,9c,-,8,2,32,k
-,-,3h,7h,5s,-,-,10,6,9,k
Td,Qd,3s,7h,Js,9c,-,8,3,1265,b
-,-,3h,7h,5s,-,-,10,7,180,-
-,-,3s,7h,Js,9c,-,8,4,123,f
Qs,Jh,3h,7h,5s,-,-,10,8,865,b
-,-,3s,7h,Js,9c,-,8,5,1317,-
-,-,3h,7h,5s,-,-,10,9,20,-
-,-,3s,7h,Js,9c,-,8,6,356,-
Ah,9h,3h,7h,5s,-,-,10,1,87,c
-,-,3s,7h,Js,9c,-,8,7,360,-
-,-,3h,7h,5s,-,-,10,3,418,f
-,-,3s,7h,Js,9c,-,8,8,190,f
-,-,3h,7h,5s,-,-,10,6,9,f
8c,6c,3s,7h,Js,9c,-,8,1,86,c
Ah,9h,3h,7h,5s,Ad,-,10,1,29,k
-,-,3s,7h,Js,9c,-,8,2,32,f
-,-,3h,7h,5s,Ad,-,10,10,52,-
8c,6c,3s,7h,Js,9c,Jc,8,1,86,k
-,-,3h,7h,5s,Ad,-,10,2,4,-
-,-,3s,7h,Js,9c,Jc,8,2,32,-
-,-,3h,7h,5s,Ad,-,10,3,140,-
Td,Qd,3s,7h,Js,9c,Jc,8,3,1265,k
-,-,3h,7h,5s,Ad,-,10,4,1,-
-,-,3s,7h,Js,9c,Jc,8,4,123,-
-,-,3h,7h,5s,Ad,-,10,5,26,-
-,-,3s,7h,Js,9c,Jc,8,5,1317,-
-,-,3h,7h,5s,Ad,-,10,6,3,-
-,-,3s,7h,Js,9c,Jc,8,6,356,-
-,-,3h,7h,5s,Ad,-,10,7,60,-
-,-,3s,7h,Js,9c,Jc,8,7,360,-
Qs,Jh,3h,7h,5s,Ad,-,10,8,291,b
-,-,3s,7h,Js,9c,Jc,8,8,190,-
-,-,3h,7h,5s,Ad,-,10,9,6,-
-,-,-,-,-,-,-,8,1,6,B
Ah,9h,3h,7h,5s,Ad,-,10,1,29,c
-,-,-,-,-,-,-,8,2,239,B
Ah,9h,3h,7h,5s,Ad,7c,10,1,29,k
-,-,-,-,-,-,-,8,3,23,f
-,-,3h,7h,5s,Ad,7c,10,10,52,-
-,-,-,-,-,-,-,8,4,249,c
-,-,3h,7h,5s,Ad,7c,10,2,4,-
-,-,-,-,-,-,-,8,5,67,r
-,-,3h,7h,5s,Ad,7c,10,3,140,-
-,-,-,-,-,-,-,8,6,68,c
-,-,3h,7h,5s,Ad,7c,10,4,1,-
-,-,-,-,-,-,-,8,7,36,r
-,-,3h,7h,5s,Ad,7c,10,5,26,-
-,-,-,-,-,-,-,8,8,16,f
-,-,3h,7h,5s,Ad,7c,10,6,3,-
-,-,-,-,-,-,-,8,1,6,f
-,-,3h,7h,5s,Ad,7c,10,7,60,-
-,-,-,-,-,-,-,8,2,239,f
Qs,Jh,3h,7h,5s,Ad,7c,10,8,291,k
-,-,-,-,-,-,-,8,4,249,c
-,-,3h,7h,5s,Ad,7c,10,9,6,-
-,-,-,-,-,-,-,8,5,67,c
-,-,-,-,-,-,-,10,1,11,B
-,-,-,-,-,-,-,8,6,68,c
-,-,-,-,-,-,-,10,10,80,f
-,-,Jh,Ts,Kh,-,-,8,1,6,-
-,-,-,-,-,-,-,10,2,377,B
-,-,Jh,Ts,Kh,-,-,8,2,239,-
-,-,-,-,-,-,-,10,3,4,f
-,-,Jh,Ts,Kh,-,-,8,3,23,-
-,-,-,-,-,-,-,10,4,71,f
-,-,Jh,Ts,Kh,-,-,8,4,249,k
-,-,-,-,-,-,-,10,5,8,f
-,-,Jh,Ts,Kh,-,-,8,5,67,k
-,-,-,-,-,-,-,10,6,163,f
-,-,Jh,Ts,Kh,-,-,8,6,68,k
-,-,-,-,-,-,-,10,7,780,r
-,-,Jh,Ts,Kh,-,-,8,7,36,k
-,-,-,-,-,-,-,10,8,18,f
-,-,Jh,Ts,Kh,-,-,8,8,16,-
-,-,-,-,-,-,-,10,9,141,r
-,-,Jh,Ts,Kh,Js,-,8,1,524,-
-,-,-,-,-,-,-,10,1,11,f
-,-,Jh,Ts,Kh,Js,-,8,2,20263,-
-,-,-,-,-,-,-,10,2,377,f
-,-,Jh,Ts,Kh,Js,-,8,3,1973,-
-,-,-,-,-,-,-,10,7,780,r
-,-,Jh,Ts,Kh,Js,-,8,4,21082,k
-,-,-,-,-,-,-,10,9,141,c
-,-,Jh,Ts,Kh,Js,-,8,5,5710,k
-,-,9s,Qs,Th,-,-,10,1,3,-
-,-,Jh,Ts,Kh,Js,-,8,6,5769,b
-,-,9s,Qs,Th,-,-,10,10,27,-
-,-,Jh,Ts,Kh,Js,-,8,7,3049,c
-,-,9s,Qs,Th,-,-,10,2,126,-
-,-,Jh,Ts,Kh,Js,-,8,8,1381,-
-,-,9s,Qs,Th,-,-,10,3,1,-
-,-,Jh,Ts,Kh,Js,-,8,4,21082,f
-,-,9s,Qs,Th,-,-,10,4,24,-
-,-,Jh,Ts,Kh,Js,-,8,5,5710,r
-,-,9s,Qs,Th,-,-,10,5,2,-
-,-,Jh,Ts,Kh,Js,-,8,6,5769,f
-,-,9s,Qs,Th,-,-,10,6,54,-
-,-,Jh,Ts,Kh,Js,-,8,7,3049,f
-,-,9s,Qs,Th,-,-,10,7,262,b
-,-,-,-,-,-,-,8,1,0,-
-,-,9s,Qs,Th,-,-,10,8,6,-
-,-,-,-,-,-,-,8,2,30,-
-,-,9s,Qs,Th,-,-,10,9,47,c
-,-,-,-,-,-,-,8,3,2,-
-,-,9s,Qs,Th,Td,-,10,1,1,-
-,-,-,-,-,-,-,8,4,31,-
-,-,9s,Qs,Th,Td,-,10,10,9,-
-,-,-,-,-,-,-,8,5,8,-
-,-,9s,Qs,Th,Td,-,10,2,42,-
-,-,-,-,-,-,-,8,6,8,-
-,-,9s,Qs,Th,Td,-,10,3,0,-
-,-,-,-,-,-,-,8,7,4,-
-,-,9s,Qs,Th,Td,-,10,4,8,-
-,-,-,-,-,-,-,8,8,2,-
-,-,9s,Qs,Th,Td,-,10,5,0,-
-,-,-,-,-,-,-,8,1,1307,B
-,-,9s,Qs,Th,Td,-,10,6,18,-
-,-,-,-,-,-,-,8,2,127,B
-,-,9s,Qs,Th,Td,-,10,7,87,b
-,-,-,-,-,-,-,8,3,1358,f
-,-,9s,Qs,Th,Td,-,10,8,2,-
-,-,-,-,-,-,-,8,4,383,f
-,-,9s,Qs,Th,Td,-,10,9,15,c
-,-,-,-,-,-,-,8,5,365,r
-,-,9s,Qs,Th,Td,2s,10,1,0,-
-,-,-,-,-,-,-,8,6,190,c
-,-,9s,Qs,Th,Td,2s,10,10,4,-
-,-,-,-,-,-,-,8,7,89,c
-,-,9s,Qs,Th,Td,2s,10,2,21,-
-,-,-,-,-,-,-,8,8,33,f
-,-,9s,Qs,Th,Td,2s,10,3,0,-
-,-,-,-,-,-,-,8,1,1307,f
-,-,9s,Qs,Th,Td,2s,10,4,4,-
-,-,-,-,-,-,-,8,2,127,c
-,-,9s,Qs,Th,Td,2s,10,5,0,-
-,-,Kh,7c,Ac,-,-,8,1,20262,-
-,-,9s,Qs,Th,Td,2s,10,6,9,-
-,-,Kh,7c,Ac,-,-,8,2,1973,k
-,-,9s,Qs,Th,Td,2s,10,7,43,k
-,-,Kh,7c,Ac,-,-,8,3,21061,-
-,-,9s,Qs,Th,Td,2s,10,8,1,-
-,-,Kh,7c,Ac,-,-,8,4,5940,-
-,-,9s,Qs,Th,Td,2s,10,9,7,b
-,-,Kh,7c,Ac,-,-,8,5,5665,b
-,-,9s,Qs,Th,Td,2s,10,7,43,f
-,-,Kh,7c,Ac,-,-,8,6,2945,f
-,-,-,-,-,-,-,10,1,1829,B
-,-,Kh,7c,Ac,-,-,8,7,1381,f
-,-,-,-,-,-,-,10,10,55,f
-,-,Kh,7c,Ac,-,-,8,8,524,-
-,-,-,-,-,-,-,10,2,20,B
-,-,Kh,7c,Ac,-,-,8,2,1973,f
-,-,-,-,-,-,-,10,3,347,f
-,-,-,-,-,-,-,8,1,20262,-
-,-,-,-,-,-,-,10,4,42,c
-,-,-,-,-,-,-,8,2,1973,-
-,-,-,-,-,-,-,10,5,791,f
-,-,-,-,-,-,-,8,3,21061,-
-,-,-,-,-,-,-,10,6,3758,r
-,-,-,-,-,-,-,8,4,5940,-
-,-,-,-,-,-,-,10,7,89,c
-,-,-,-,-,-,-,8,5,5665,-
-,-,-,-,-,-,-,10,8,708,f
-,-,-,-,-,-,-,8,6,2945,-
-,-,-,-,-,-,-,10,9,391,f
-,-,-,-,-,-,-,8,7,1381,-
-,-,-,-,-,-,-,10,1,1829,f
-,-,-,-,-,-,-,8,8,524,-
-,-,-,-,-,-,-,10,2,20,f
-,-,-,-,-,-,-,8,1,675,-
-,-,-,-,-,-,-,10,4,42,c
-,-,-,-,-,-,-,8,2,65,-
-,-,Jh,8d,As,-,-,10,1,479,-
-,-,-,-,-,-,-,8,3,702,-
-,-,Jh,8d,As,-,-,10,10,14,-
-,-,-,-,-,-,-,8,4,198,-
-,-,Jh,8d,As,-,-,10,2,5,-
-,-,-,-,-,-,-,8,5,188,-
-,-,Jh,8d,As,-,-,10,3,91,-
-,-,-,-,-,-,-,8,6,98,-
-,-,Jh,8d,As,-,-,10,4,11,k
-,-,-,-,-,-,-,8,7,46,-
-,-,Jh,8d,As,-,-,10,5,207,-
-,-,-,-,-,-,-,8,8,17,-
-,-,Jh,8d,As,-,-,10,6,985,b
-,-,-,-,-,-,-,8,1,358,B
-,-,Jh,8d,As,-,-,10,7,23,c
-,-,-,-,-,-,-,8,2,3829,B
-,-,Jh,8d,As,-,-,10,8,185,-
-,-,-,-,-,-,-,8,3,1080,f
-,-,Jh,8d,As,-,-,10,9,102,-
9s,7d,-,-,-,-,-,8,4,1032,c
-,-,Jh,8d,As,-,-,10,4,11,c
6h,9h,-,-,-,-,-,8,5,534,c
-,-,Jh,8d,As,8s,-,10,1,161,-
5c,3d,-,-,-,-,-,8,6,250,c
-,-,Jh,8d,As,8s,-,10,10,4,-
-,-,-,-,-,-,-,8,7,95,f
-,-,Jh,8d,As,8s,-,10,2,1,-
-,-,-,-,-,-,-,8,8,3683,f
-,-,Jh,8d,As,8s,-,10,3,30,-
-,-,-,-,-,-,-,8,1,358,f
-,-,Jh,8d,As,8s,-,10,4,3,k
-,-,-,-,-,-,-,8,2,3829,k
-,-,Jh,8d,As,8s,-,10,5,69,-
-,-,5s,Kh,8h,-,-,8,1,103,-
-,-,Jh,8d,As,8s,-,10,6,332,b
-,-,5s,Kh,8h,-,-,8,2,1108,k
-,-,Jh,8d,As,8s,-,10,7,7,f
-,-,5s,Kh,8h,-,-,8,3,312,-
-,-,Jh,8d,As,8s,-,10,8,62,-
9s,7d,5s,Kh,8h,-,-,8,4,298,k
-,-,Jh,8d,As,8s,-,10,9,34,-
6h,9h,5s,Kh,8h,-,-,8,5,154,b
-,-,Jh,8d,As,8s,-,10,4,3,c
5c,3d,5s,Kh,8h,-,-,8,6,72,c
-,-,Jh,8d,As,8s,2s,10,1,81,-
-,-,5s,Kh,8h,-,-,8,7,27,-
-,-,Jh,8d,As,8s,2s,10,10,2,-
-,-,5s,Kh,8h,-,-,8,8,1066,-
-,-,Jh,8d,As,8s,2s,10,2,0,-
-,-,5s,Kh,8h,-,-,8,2,1108,f
-,-,Jh,8d,As,8s,2s,10,3,15,-
9s,7d,5s,Kh,8h,-,-,8,4,298,c
-,-,Jh,8d,As,8s,2s,10,4,1,k
-,-,5s,Kh,8h,Jc,-,8,1,103,-
-,-,Jh,8d,As,8s,2s,10,5,35,-
-,-,5s,Kh,8h,Jc,-,8,2,1108,-
-,-,Jh,8d,As,8s,2s,10,6,166,b
-,-,5s,Kh,8h,Jc,-,8,3,312,-
-,-,Jh,8d,As,8s,2s,10,7,3,-
9s,7d,5s,Kh,8h,Jc,-,8,4,298,k
-,-,Jh,8d,As,8s,2s,10,8,31,-
6h,9h,5s,Kh,8h,Jc,-,8,5,154,k
-,-,Jh,8d,As,8s,2s,10,9,17,-
5c,3d,5s,Kh,8h,Jc,-,8,6,72,k
-,-,Jh,8d,As,8s,2s,10,4,1,f
-,-,5s,Kh,8h,Jc,-,8,7,27,-
-,-,-,-,-,-,-,10,1,71,B
-,-,5s,Kh,8h,Jc,-,8,8,1066,-
-,-,-,-,-,-,-,10,10,6504,f
-,-,5s,Kh,8h,Jc,4h,8,1,103,-
-,-,-,-,-,-,-,10,2,1236,B
-,-,5s,Kh,8h,Jc,4h,8,2,1108,-
-,-,-,-,-,-,-,10,3,132,f
-,-,5s,Kh,8h,Jc,4h,8,3,312,-
-,-,-,-,-,-,-,10,4,2814,f
9s,7d,5s,Kh,8h,Jc,4h,8,4,298,k
-,-,-,-,-,-,-,10,5,13386,f
6h,9h,5s,Kh,8h,Jc,4h,8,5,154,k
-,-,-,-,-,-,-,10,6,313,f
5c,3d,5s,Kh,8h,Jc,4h,8,6,72,k
-,-,-,-,-,-,-,10,7,2517,c
-,-,5s,Kh,8h,Jc,4h,8,7,27,-
-,-,-,-,-,-,-,10,8,1393,c
-,-,5s,Kh,8h,Jc,4h,8,8,1066,-
-,-,-,-,-,-,-,10,9,198,f
-,-,-,-,-,-,-,8,1,3510,B
-,-,-,-,-,-,-,10,1,71,f
-,-,-,-,-,-,-,8,2,990,B
-,-,-,-,-,-,-,10,2,1236,k
-,-,-,-,-,-,-,8,3,945,f
-,-,Kh,5d,3h,-,-,10,1,71,-
-,-,-,-,-,-,-,8,4,492,c
-,-,Kh,5d,3h,-,-,10,10,6504,-
-,-,-,-,-,-,-,8,5,228,f
-,-,Kh,5d,3h,-,-,10,2,1236,k
-,-,-,-,-,-,-,8,6,87,f
-,-,Kh,5d,3h,-,-,10,3,132,-
-,-,-,-,-,-,-,8,7,3376,c
-,-,Kh,5d,3h,-,-,10,4,2814,-
-,-,-,-,-,-,-,8,8,328,c
-,-,Kh,5d,3h,-,-,10,5,13386,-
-,-,-,-,-,-,-,8,1,3510,c
-,-,Kh,5d,3h,-,-,10,6,313,-
-,-,-,-,-,-,-,8,2,990,k
-,-,Kh,5d,3h,-,-,10,7,2517,k
-,-,Jd,Ad,Ts,-,-,8,1,3510,k
-,-,Kh,5d,3h,-,-,10,8,1393,k
-,-,Jd,Ad,Ts,-,-,8,2,990,k
-,-,Kh,5d,3h,-,-,10,9,198,-
-,-,Jd,Ad,Ts,-,-,8,3,945,-
-,-,Kh,5d,3h,2c,-,10,1,27,-
-,-,Jd,Ad,Ts,-,-,8,4,492,k
-,-,Kh,5d,3h,2c,-,10,10,2545,-
-,-,Jd,Ad,Ts,-,-,8,5,228,-
-,-,Kh,5d,3h,2c,-,10,2,484,k
-,-,Jd,Ad,Ts,-,-,8,6,87,-
-,-,Kh,5d,3h,2c,-,10,3,52,-
-,-,Jd,Ad,Ts,-,-,8,7,3376,k
-,-,Kh,5d,3h,2c,-,10,4,1101,-
-,-,Jd,Ad,Ts,-,-,8,8,328,k
-,-,Kh,5d,3h,2c,-,10,5,5238,-
-,-,Jd,Ad,Ts,Jc,-,8,1,21060,k
-,-,Kh,5d,3h,2c,-,10,6,122,-
-,-,Jd,Ad,Ts,Jc,-,8,2,5940,k
-,-,Kh,5d,3h,2c,-,10,7,985,b
-,-,Jd,Ad,Ts,Jc,-,8,3,5671,-
-,-,Kh,5d,3h,2c,-,10,8,545,c
-,-,Jd,Ad,Ts,Jc,-,8,4,2954,k
-,-,Kh,5d,3h,2c,-,10,9,77,-
-,-,Jd,Ad,Ts,Jc,-,8,5,1372,-
-,-,Kh,5d,3h,2c,-,10,2,484,f
-,-,Jd,Ad,Ts,Jc,-,8,6,524,-
-,-,Kh,5d,3h,2c,2s,10,1,14,-
-,-,Jd,Ad,Ts,Jc,-,8,7,20261,b
-,-,Kh,5d,3h,2c,2s,10,10,1330,-
-,-,Jd,Ad,Ts,Jc,-,8,8,1969,f
-,-,Kh,5d,3h,2c,2s,10,2,253,-
-,-,Jd,Ad,Ts,Jc,-,8,1,21060,f
-,-,Kh,5d,3h,2c,2s,10,3,27,-
-,-,Jd,Ad,Ts,Jc,-,8,2,5940,f
-,-,Kh,5d,3h,2c,2s,10,4,575,-
-,-,Jd,Ad,Ts,Jc,-,8,4,2954,f
-,-,Kh,5d,3h,2c,2s,10,5,2738,-
-,-,-,-,-,-,-,8,1,1914,-
-,-,Kh,5d,3h,2c,2s,10,6,64,-
-,-,-,-,-,-,-,8,2,540,-
-,-,Kh,5d,3h,2c,2s,10,7,514,b
-,-,-,-,-,-,-,8,3,515,-
-,-,Kh,5d,3h,2c,2s,10,8,284,f
-,-,-,-,-,-,-,8,4,268,-
-,-,Kh,5d,3h,2c,2s,10,9,40,-
-,-,-,-,-,-,-,8,5,124,-
-,-,-,-,-,-,-,10,1,1391,B
-,-,-,-,-,-,-,8,6,47,-
-,-,-,-,-,-,-,10,10,80,f
-,-,-,-,-,-,-,8,7,1841,-
-,-,-,-,-,-,-,10,2,149,B
-,-,-,-,-,-,-,8,8,179,-
-,-,-,-,-,-,-,10,3,3166,f
-,-,-,-,-,-,-,8,1,312,B
-,-,-,-,-,-,-,10,4,15059,f
-,-,-,-,-,-,-,8,2,298,B
-,-,-,-,-,-,-,10,5,353,f
-,-,-,-,-,-,-,8,3,155,r
-,-,-,-,-,-,-,10,6,2833,c
-,-,-,-,-,-,-,8,4,72,c
-,-,-,-,-,-,-,10,7,1566,f
-,-,-,-,-,-,-,8,5,27,c
-,-,-,-,-,-,-,10,8,223,f
-,-,-,-,-,-,-,8,6,1066,f
-,-,-,-,-,-,-,10,9,7317,f
-,-,-,-,-,-,-,8,7,103,c
-,-,-,-,-,-,-,10,1,1391,c
-,-,-,-,-,-,-,8,8,1108,f
-,-,-,-,-,-,-,10,2,149,k
-,-,-,-,-,-,-,8,1,312,f
-,-,Js,2d,Kh,-,-,10,1,5565,b
-,-,-,-,-,-,-,8,2,298,c
-,-,Js,2d,Kh,-,-,10,10,320,-
-,-,5c,As,7c,-,-,8,1,312,-
-,-,Js,2d,Kh,-,-,10,2,598,f
-,-,5c,As,7c,-,-,8,2,298,k
-,-,Js,2d,Kh,-,-,10,3,12667,-
-,-,5c,As,7c,-,-,8,3,155,k
-,-,Js,2d,Kh,-,-,10,4,60237,-
-,-,5c,As,7c,-,-,8,4,72,k
-,-,Js,2d,Kh,-,-,10,5,1412,-
-,-,5c,As,7c,-,-,8,5,27,k
-,-,Js,2d,Kh,-,-,10,6,11334,f
-,-,5c,As,7c,-,-,8,6,1066,-
-,-,Js,2d,Kh,-,-,10,7,6264,-
-,-,5c,As,7c,-,-,8,7,103,k
-,-,Js,2d,Kh,-,-,10,8,893,-
-,-,5c,As,7c,-,-,8,8,1108,-
-,-,Js,2d,Kh,-,-,10,9,29270,-
-,-,5c,As,7c,Th,-,8,1,5939,-
-,-,-,-,-,-,-,10,1,5565,-
-,-,5c,As,7c,Th,-,8,2,5671,k
-,-,-,-,-,-,-,10,10,320,-
-,-,5c,As,7c,Th,-,8,3,2953,b
-,-,-,-,-,-,-,10,2,598,-
-,-,5c,As,7c,Th,-,8,4,1372,f
-,-,-,-,-,-,-,10,3,12667,-
-,-,5c,As,7c,Th,-,8,5,524,f
-,-,-,-,-,-,-,10,4,60237,-
-,-,5c,As,7c,Th,-,8,6,20265,-
-,-,-,-,-,-,-,10,5,1412,-
-,-,5c,As,7c,Th,-,8,7,1968,f
-,-,-,-,-,-,-,10,6,11334,-
-,-,5c,As,7c,Th,-,8,8,21059,-
-,-,-,-,-,-,-,10,7,6264,-
-,-,5c,As,7c,Th,-,8,2,5671,f
-,-,-,-,-,-,-,10,8,893,-
-,-,-,-,-,-,-,8,1,160,-
-,-,-,-,-,-,-,10,9,29270,-
-,-,-,-,-,-,-,8,2,153,-
-,-,-,-,-,-,-,10,1,795,-
-,-,-,-,-,-,-,10,10,45,-
-,-,-,-,-,-,-,8,3,79,-
-,-,-,-,-,-,-,10,2,85,-
